id	left	target	right
hachelijk/adj/volkskrant_20010929_67/427	onvermijdelijke gevolg van zou zijn . Met deze wel zeer	hachelijke	financiële onderbouwing zijn de commissarissen meegegaan . Zwaargewichten als Hessels
hachelijk/adj/volkskrant_19990521_141/968	geeft er geen verklaring voor . Meer aandacht krijgt de	hachelijke	strijd om het bestaan van de EIC . De zaak
hachelijk/adj/volkskrant_20011026_82/69	leven met dure sociale plannen , blijkt het banenhakmes een	hachelijk	instrument . Chipmachinemaker BESI sloot donderdag 20 procent hoger na
hachelijk/adj/volkskrant_20031030_41/278	Maar volgens de branche is het noemen van percentages een	hachelijke	onderneming . Directeur Jop Ubbens van Christie's Amsterdam : '
hachelijk/adj/volkskrant_20041106_179/37	is gekomen . Het geven van een prognose is een	hachelijke	zaak . Er kan zich immers een doorbraak voordoen bij
hachelijk/adj/volkskrant_20040322_81/14	, inclusief Hans Wiegel en ik : dit wordt een	hachelijk	avontuur . Ik kon best begrijpen dat de koningin er
hachelijk/adj/volkskrant_19990326_152/897	, half gedulde vreemdelingen . Toch verkozen deze mensen het	hachelijke	leven in dat uitpuilende Amsterdam boven eigen huis en haard
hachelijk/adj/volkskrant_20020516_214/2128	ging het met Adolf Hitler . ' Het was een	hachelijke	onderneming . De fans van het eerste uur waren huisvaders
hachelijk/adj/volkskrant_20011214_36/15	werd , heette ze Lily-la-trapéziste en haalde ze de meest	hachelijke	toeren uit als trapezewerker . Bij haar laatste circusact verongelukte
hachelijk/adj/volkskrant_20020418_5/136	hebben dus geprobeerd om de toekomst te voorspellen . Een	hachelijke	onderneming , maar goed management behoort dat nu eenmaal te
hachelijk/adj/volkskrant_20000928_49/56	. EUROPA onderhoudt een moeizame relatie met de democratie .	Hachelijke	momenten beleefde de Europese Unie in 1992 toen Fransen en
hachelijk/adj/volkskrant_20000906_32/431	die de Duitser moet opknappen . Verheugens positie is extra	hachelijk	omdat hij Duitser is . In Duitsland zijn de gevoeligheden
hachelijk/adj/volkskrant_20000205_218/2506	voorspelling is zoals altijd onder voorbehoud . Want vooruitkijken blijft	hachelijk	, zelfs voor sport-marketing- deskundigen . ' De beste Europese
hachelijk/adj/volkskrant_20011102_99/346	was geschorst . Adriaanse had vooraf langdurig gefilosofeerd over het	hachelijke	karakter van de 0-0 waarmee Ajax twee weken geleden Kopenhagen
hachelijk/adj/volkskrant_19990216_73/935	de meeste whistleblowers blijkt het aan de bel trekken een	hachelijke	zaak . Sommigen worden met ziekteverlof gestuurd , zoals Knoob
hachelijk/adj/volkskrant_20020110_132/1058	vijf jaar durende voorbereidingsperiode hadden getoond , ' ondanks de	hachelijke	tijden , de onenigheid , de gevaren van een oorlog
hachelijk/adj/volkskrant_20001025_109/65	Volkskrant van zaterdag 14 oktober de Chinese ziel . Die	hachelijke	onderneming leidt tot een teleurstellend resultaat . De Chinees laat
hachelijk/adj/volkskrant_20010302_132/589	moeten deurwaarders langsbrengen onder begeleiding van de ME . Een	hachelijke	ondermening omdat vissers ook beschikken over hogedrukspuiten om het dek
hachelijk/adj/volkskrant_20010828_67/502	de honderd grootste , Nederlandse internetbedrijven . Het is een	hachelijk	karwei . Het boekje verschijnt op een moment dat het
hachelijk/adj/volkskrant_20040410_273/238	- en niets dan de waarheid - over het meest	hachelijke	moment uit de voetballoopbaan van de legendarische linksback uit Gendringen
hachelijk/adj/volkskrant_20041009_276/401	bij zo'n onregelmatige toekenning zou de jurering ongetwijfeld een nog	hachelijker	aangelegenheid worden dan ze nu al is . Een week
hachelijk/adj/volkskrant_19990705_104/998	het adressenbestand van De Vrije Socialist , in bezettingstijd een	hachelijk	bezit . Deze adressen gebruikte hij voor verzending van de
hachelijk/adj/volkskrant_19990409_62/495	zelfs de rol van de media . Dat is zo	hachelijk	als het leuk is . Hachelijk , omdat de geschiedenis
hachelijk/adj/volkskrant_19990409_62/501	. Dat is zo hachelijk als het leuk is .	Hachelijk	, omdat de geschiedenis van de twintigste-eeuwse poëzie vanzelfsprekend niet
hachelijk/adj/volkskrant_20000907_134/9	Goudvissen als decor , dat is altijd een	hachelijke	zaak . Ooit bekende Willem Duys dat zijn televisievissen zelden
hachelijk/adj/volkskrant_19991117_35/609	in 2020 . Kijken in de toekomst is altijd een	hachelijke	zaak , maar vooralsnog verlopen de ontwikkelingen redelijk volgens mijn
hachelijk/adj/volkskrant_20020222_90/1296	niet hoeveel zetels we gaan halen . Dat is zo	hachelijk	. Maar we gaan voor winst . ' Misschien is
hachelijk/adj/volkskrant_20031205_54/110	: ' We kunnen niet ontkennen dat we in een	hachelijke	situatie verzeild zijn geraakt . We missen al onze doelen
hachelijk/adj/volkskrant_20020613_76/369	die dag bijna altijd wint . In voetbal zijn prognoses	hachelijk	. Niemand voorspelde Ajax als kampioen . Ajax won titel
hachelijk/adj/volkskrant_20000403_33/69	die van een afspraak met volstrekt wildvreemden een iets minder	hachelijke	onderneming maakt . Het idee achter MatchUp - de smart
hachelijk/adj/volkskrant_20040110_218/163	hoeft waar een sanitaire stop zou kunnen uitdraaien op een	hachelijk	avontuur . Niet elk ritseltje komt immers van de wind
hachelijk/adj/parool_20031205_68/205	, Japan , Brazilië en China maakten dit tot een	hachelijke	zaak . Op hun initiatief oordeelde de WTO begin vorige
hachelijk/adj/parool_20020525_100/182	) : ' Een presentatie van 25 hoogtepunten is een	hachelijke	zaak ' . Want zo klein als de stad is
hachelijk/adj/parool_20011231_68/381	die op het station overigens net was bekomen van een	hachelijk	avontuur . De trein had vertraging , tientallen feestgangers wachtten
hachelijk/adj/parool_20010521_77/166	van de Chieta richting finishplaats Francavilla al Mare gisteren een	hachelijke	onderneming . De Giro werd prompt beroofd van één van
hachelijk/adj/parool_19990208_54/186	Angeles , pikt liftster Cynthia Gibb op en moet onderweg	hachelijke	capriolen uithalen om de bestemming te bereiken . The firm
hachelijk/adj/parool_20010222_9/827	dat de eerste twee met emeritaat zijn ? Het is	hachelijk	genoeg om als goeroe op te treden . De paradox
hachelijk/adj/parool_19990514_34/176	een paar keer op de rem , zodat de trainer	hachelijke	momenten beleefde . Du Chatinier kan streng zijn voor zijn
hachelijk/adj/parool_19990903_81/527	een combinatie van detective , rechter en beul , die	hachelijke	avonturen beleeft . Vormgeving en effecten zijn dik in orde
hachelijk/adj/parool_20010927_34/141	"dat de zaak moeizaam verloopt . 	 Het is een"	hachelijke	"zaak de belangrijkste spelers bij elkaar te krijgen . 	"
hachelijk/adj/parool_20010922_22/102	toch niet in de smaak valt , blijkt vaak een	hachelijke	zaak . De Consumentenbond vindt dat minister Jorritsma ( Economische
hachelijk/adj/parool_20010427_60/884	, anders wordt het bereiken van de play-offs nog een	hachelijke	zaak en lopen de spelers een bonus van enkele duizenden
hachelijk/adj/parool_19990325_121/491	met het saneren van de staatsfinanciën . Het was een	hachelijke	onderneming . De staatsschuld , het begrotingstekort en de inflatie
hachelijk/adj/parool_20020126_111/7	SOLLICITEREN via internet kan nog een	hachelijke	onderneming zijn . Het blindeninstituut Bartimeús in Zeist heeft per
hachelijk/adj/parool_19991116_125/764	cynisch scenario . Natuurlijk kennen de Bosniaken in Sarajevo die	hachelijke	situatie . En vandaar ook dat uitsluitend tegen een bundeltje
hachelijk/adj/parool_20010606_30/288	Formuleren wat een goed stedelijk verblijfsklimaat is , is een	hachelijke	onderneming in Amsterdam . Gemakkelijker is te laten zien hoe
hachelijk/adj/parool_20020328_91/13	het kompas van sterren en planeten . Het lijkt een	hachelijk	avontuur . Maar astroloog Herman van Donkersloot gelooft erin .
hachelijk/adj/parool_19990325_17/178	om zich te verzoenen met het verleden . Een dergelijke	hachelijke	onderneming is natuurlijk niet bij rust gebaat . Dus gaf
hachelijk/adj/parool_20011203_17/40	worden genomen . HET VOORSPELLEN van de conjunctuur is een	hachelijke	bezigheid . Nog maar een paar maanden geleden werd de
hachelijk/adj/parool_19990525_90/598	stond ) , wist hij al dat hij aan een	hachelijk	avontuur begon . De selectie was kwalitatief ontoereikend om zijn
hachelijk/adj/parool_20000307_92/20	. De fado moet je ondergaan . Dat is een	hachelijke	onderneming . Het woord ' fado ' zou zijn afgeleid
hachelijk/adj/parool_20010526_2/936	zeker : de Amsterdamse gemeenteraad begint in 2002 aan een	hachelijk	experiment met zijn eigen toekomst . En zal er alles
hachelijk/adj/parool_20020925_60/103	successen van Moratti senior . Maar het gaat om een	hachelijke	opgave . In Milaan wordt nog altijd met weemoed gesproken
hachelijk/adj/parool_20011215_72/98	en zijn vriendjes hadden er , in boekvorm , een	hachelijke	ontmoeting met een losvliegende papegaai . En wijlen Nico Scheepmaker
hachelijk/adj/parool_20040323_36/183	over het leiderschap van korpschefs staat dat de functie een	hachelijke	"onderneming is . 	 Een korpschef heeft te maken met"
hachelijk/adj/algemeen_dagblad_19991019_60/408	man , die in 2001 weer verkiesbaar is . Een	hachelijke	onderneming , want Jean Tiberi's imago is niet alleen door
hachelijk/adj/algemeen_dagblad_20021014_34/200	kwam Radcliffe door in 1.08.17 . Ze kende slechts één	hachelijk	moment . Na ruim 35 km moest ze naar het
hachelijk/adj/algemeen_dagblad_20010915_99/413	op het niveau van augustus 1997 . Maandag belooft een	hachelijke	dag worden , want dan gaat Wall Street weer open
hachelijk/adj/algemeen_dagblad_20010212_3/677	was . Het gaf de mensen in hun harde ,	hachelijke	bestaan iets om naar uit te kijken , vertier en
hachelijk/adj/algemeen_dagblad_20000922_60/400	. Kooistra beleefde tegen de op stoom geraakte Brazilianen twee	hachelijke	momenten . Bij het eerste liet hij in het achterveld
hachelijk/adj/algemeen_dagblad_20041216_112/157	ontregelen . Dat leidde al in de beginfase tot enkele	hachelijke	momenten voor het Alkmaarse doel . Henk Timmer redde bekwaam
hachelijk/adj/algemeen_dagblad_20011013_220/1002	houdt Rakesh een bidi voor en vraagt hem ondanks zijn	hachelijke	pose om een vuurtje . Het is niet als grapje
hachelijk/adj/algemeen_dagblad_20020515_172/141	en nergens verspreid in dit gigantische 3d-actieavontuur . Tijdens deze	hachelijke	onderneming is de orb een licht in de duisternis .
hachelijk/adj/algemeen_dagblad_19991214_140/594	bij Hertz of Avis . Contant betalen was daar een	hachelijk	teken dat je tot de laagste inkomensklassen behoorde of tot
hachelijk/adj/algemeen_dagblad_20020914_181/1473	wat te verdelen viel . Ook raakte hij in een	hachelijk	conflict met de oorspronkelijke uitvinder . En toen kwam hij
hachelijk/adj/algemeen_dagblad_20010922_155/1345	"	 , zegt hij , 	 dat er zich allerlei"	hachelijke	situaties hebben voorgedaan tijdens gewone reparatiewerkzaamheden aan kernonderzeëers . Maar
hachelijk/adj/algemeen_dagblad_20000323_164/110	participatie van een kleine bondgenoot als Nederland tot een nog	hachelijker	zaak dan toch al het geval is . Terecht vraagt
hachelijk/adj/algemeen_dagblad_20041218_228/224	. De tweede helft was een stuk aantrekkelijker , met	hachelijke	mogelijkheden voor beide doelen . De grootste kans was voor
hachelijk/adj/algemeen_dagblad_20020713_79/483	automobilisten ook de laatste remmen los en ontstaat er een	hachelijke	situatie voor voetgangers en tweewielers . Want wie drie minuten
hachelijk/adj/algemeen_dagblad_20011208_91/207	ten tijde van de goudkoorts in Alaska betrokken bij allerlei	hachelijke	kwesties . In de tweede van een serie van vier
hachelijk/adj/algemeen_dagblad_20010203_9/749	geruchten over sterke spelers op het platteland . Koita ondernam	hachelijke	reizen naar de binnenlanden van Senegal en versloeg de plaatselijke
hachelijk/adj/algemeen_dagblad_20030607_181/51	gevaarlijkst . Draaikolken maken de doortocht voor schippers tot een	hachelijke	onderneming , ook al zijn de voorzieningen nu beter en
hachelijk/adj/algemeen_dagblad_19990503_101/540	ligt in het verschiet . Voor veel Nederlandse clubs een	hachelijke	"onderneming vanwege de financiën . 	 Ook voor ons ,"
hachelijk/adj/algemeen_dagblad_20011027_167/893	klassieke Japanse literatuur . Mijn hele onderneming leek me plotseling	hachelijk	. Wat wilde ik eigenlijk ? Ik was hier onder
hachelijk/adj/algemeen_dagblad_20000221_13/17	( Buitenlandse Zaken ) staan vandaag in Tokio voor een	hachelijke	onderneming . Kok gaat op audiëntie bij keizer Akihito .
hachelijk/adj/algemeen_dagblad_19990430_58/6	Het weer voorspellen wordt een	hachelijke	onderneming in Frankrijk . De nationale weerman Météo France is
hachelijk/adj/algemeen_dagblad_19991216_9/215	kan noemen . Daar volgen nog pijnlijke discussies over .	Hachelijk	is ook te bepalen hoe hoog een uitkering wordt ,
hachelijk/adj/algemeen_dagblad_20040614_103/333	de tweede helft met gemak staande hielden . Er waren	hachelijke	momenten voor het doel van de uitstekend spelende Thomas Sørensen
hachelijk/adj/algemeen_dagblad_20011122_178/139	. Solbes waarschuwt dat prognoses op dit moment een uiterst	hachelijke	onderneming zijn , omdat moeilijk is na te gaan in
hachelijk/adj/algemeen_dagblad_20010222_103/169	artikel dat Connie Breukhoven crimineel bezig zou zijn met een	hachelijk	product dat door artsen zonder juiste opleiding werd toegediend .
hachelijk/adj/algemeen_dagblad_20010106_168/40	via de nooduitgang een ruimte moeten verlaten , dat een	hachelijke	zaak is , temeer - en nu komt het :
hachelijk/adj/algemeen_dagblad_20020624_109/185	"Er ontstond een rare spanning . 	 Het dreigde nog"	hachelijker	te worden toen Brian Olsen ( -90 ) , Amerikaan
hachelijk/adj/algemeen_dagblad_20010307_56/231	worden gebruikt en een pooluitrusting . Het motto van de	hachelijke	onderneming van de 52-jarige avonturier luidt ` Verder dan Willem
hachelijk/adj/algemeen_dagblad_20000210_28/187	een toevallige gelijkmaker . Die bleef uit , ondanks enkele	hachelijke	situaties voor het Twentse doel . De magere triomf deed
hachelijk/adj/algemeen_dagblad_20021018_118/649	nummer Shine van Collective Soul bewerkt . Dat was een	hachelijke	onderneming , maar heeft mij een Grammy Award opgeleverd voor
hachelijk/adj/algemeen_dagblad_20010721_120/93	vreemde figuren dat Helsen onderweg tegenkwam is legio . Ook	hachelijke	avonturen waren er te over . Het boek is een
hachelijk/adj/algemeen_dagblad_20000823_72/304	heeft toebedeeld , is hij niet te spreken over het	hachelijke	uur dat het muziek- en dansprogramma Pitch - jazeker ,
hachelijk/adj/algemeen_dagblad_20040213_56/282	vastgehouden . Binnen vier dagen staat Feyenoord plotseling voor een	hachelijk	karwei . Het vizier staat inmiddels niet meer stoer op
hachelijk/adj/de_morgen_20020620_01_48/256	gros van de Birmezen heeft de centen niet om de	hachelijke	reis te maken . Bovendien : aan een paspoort valt
hachelijk/adj/de_morgen_20010813_01_32/4	Kanaalzwemmen populair maar	hachelijk	: triatleet vermist Elk jaar proberen zo'n zestig à zeventig
hachelijk/adj/de_morgen_20030214_01_139/17	Ondanks een operationeel verlies van 100 miljoen euro en een	hachelijk	economisch klimaat wil SN Brussels Airlines eind dit jaar zwarte
hachelijk/adj/de_morgen_20041123_01_111/89	het repetitiekot : hoewel professionele muzikanten weten dat covers spelen	hachelijk	is , leert zowat elke nieuweling de kneepjes van het
hachelijk/adj/de_morgen_20020216_01_29/770	immigranten zonder papieren onder de 100.000 bewoners was dit een	hachelijk	probleem . Niet alleen toeristen maar ook New Yorkers bleven
hachelijk/adj/de_morgen_19990428_01_124/141	krijgen , worden chirurgische ingrepen voor hen een wel erg	hachelijke	onderneming . Nu kan hetzelfde proteïne ook worden vervaardigd uit
hachelijk/adj/de_morgen_20040210_01_17/484	trip door tijd en ruimte . Tijdens de bewogen en	hachelijke	tocht komt Youzeck zowel in de hel als de hemel
hachelijk/adj/de_morgen_20010124_01_126/113	weken lang gestapt , zich met planten gevoed en talloze	hachelijke	situaties overleefd . Ze was de enige overlevende . In
hachelijk/adj/de_morgen_20040629_01_66/539	"	 , zo omschrijft Mariam Saeed , 15 , haar"	hachelijke	situatie . Het is woensdagochtend en ze zit aan de
hachelijk/adj/de_morgen_20010402_01_203/375	prestaties ( bij de fluiten bijvoorbeeld ) blijft het een	hachelijke	onderneming : het openingsdeel raakt niet volledig gestructureerd en in
hachelijk/adj/de_morgen_19990327_01_46/871	Belgrado . Het lot van de Kosovaren dreigt er nog	hachelijker	door te worden . Wat zullen de gevolgen zijn voor
hachelijk/adj/de_morgen_20040522_01_197/49	dat het slechts een dipje is . Het is een	hachelijke	baan , beroepsvoorspeller te zijn . Steeds weer verwachten beleggers
hachelijk/adj/de_morgen_19990115_01_38/120	komt eraan ; daarin bevinden beide vrienden zich in een	hachelijke	positie nadat ze hun huisbaas hebben neergeschoten . De Surprise
hachelijk/adj/de_morgen_19990922_01_50/173	zijn kans om zelf de troon te bestijgen . Een	hachelijke	onderneming , maar Lady Macbeth weet haar twijfelende echtgenoot toch
hachelijk/adj/de_morgen_20020413_01_160/316	Cotonou . Die laatste Sabena-reis op 6 november was een	hachelijke	onderneming , want het vluchtplan bleek volgens de controletoren vervallen
hachelijk/adj/de_morgen_20001205_01_38/1978	in de lucht . Vaak is het beter om een	hachelijke	strijd met je rivaal te mijden en hem te onderdrukken
hachelijk/adj/de_morgen_20010202_01_139/38	heeft uitgewezen dat het personeel geen schuld heeft aan de	hachelijke	financiële situatie waarin de luchtvaartmaatschappij zich vandaag bevindt . De
hachelijk/adj/de_morgen_19990528_01_55/1675	tijd - het Hollywood van de jaren dertig - een	hachelijke	aangelegenheid . De film eindigt dan ook met een epiloog
hachelijk/adj/de_morgen_19990301_01_14/277	dat sommige mensen niet echt happig zijn om na zo'n	hachelijk	avontuur nog eens terug te gaan naar de plaats waar
hachelijk/adj/de_morgen_20030929_01_107/234	van de Muntschouwburg . Om kort te gaan : de	hachelijke	onderneming van 74 artiesten ( ... ) bracht een evenwicht
hachelijk/adj/de_morgen_20020422_01_125/28	Actief beleggen in aandelen was de voorbije twee jaren een	hachelijke	operatie . De snelle winsten die werden gerealiseerd aan het
hachelijk/adj/de_morgen_20021204_01_131/933	zou de investering voor een heleboel platenfirma's een stuk minder	hachelijker	worden . Vergeet ook niet dat cd's die de geschiedenis
hachelijk/adj/de_morgen_20000110_01_46/467	parcours werd per jeep afgelegd . Normaliter duurt een dergelijke	hachelijke	onderneming immers drie weken , en tal van Tibetanen overleven
hachelijk/adj/de_morgen_20010226_01_87/138	Chinezen om de aandacht te trekken en zo uit hun	hachelijke	situatie bevrijd te raken , leverden niets op . Het
hachelijk/adj/de_morgen_19990820_01_10/318	en het ernaast afgedrukte Nederlands leert je meteen ook hoe	hachelijk	de taak van de vertaler is . Er zijn pointes
hachelijk/adj/de_morgen_19990607_01_126/1044	Oldenborgh . Zij toont knappe filmpjes , opgenomen vanuit de	hachelijke	positie van een deltavlieger , ze doorkruist de ruimte met
