id	left	target	right	file
herstructureer/verb/parool_19990925_40/355	"als water . 	 Wat volgde was een exposé over bedrijven die opgekocht dan wel"	geherstructureerd	zouden worden , waardoor onze industrieel nog machtiger zou worden dan hij al was .	parool_19990925_40
herstructureer/verb/algemeen_dagblad_20020614_136/219	verliesgevende Spaanse El Arbol-supermarkten . Van dat geld is 50 miljoen euro gereserveerd voor het	herstructureren	van de honderden Belgische supermarkten . Door de medewerking van de banken lijkt de weg	algemeen_dagblad_20020614_136
herstructureer/verb/algemeen_dagblad_19990605_117/443	gebleven ' . Dat was de periode dat de meeste scheepswerven moesten sluiten . Bax	herstructureerde	samen met zijn toenmalige medebestuurder Bob Ezzat de hele groep . De glanzende carrière van	algemeen_dagblad_19990605_117
herstructureer/verb/algemeen_dagblad_19990814_8/67	van Landbouw . Volgens Van Ardenne slaagt het departement er niet in de landbouwsector te	herstructureren	en de natuur voldoende te beschermen . Zij wil de intensieve landbouw onderbrengen bij Economische	algemeen_dagblad_19990814_8
herstructureer/verb/algemeen_dagblad_20010410_151/99	een positief resultaat . De komende twee weken gaat het bedrijf de financiële huishouding drastisch	herstructureren	om het negatieve vermogen van bijna 20 miljoen om te buigen in een positief vermogen	algemeen_dagblad_20010410_151
herstructureer/verb/algemeen_dagblad_20020528_65/59	het noodlijdende Tevel te steken . Daardoor kan Tevel , dat bezig is met het	herstructureren	van zijn schulden , voorlopig blijven voortbestaan	algemeen_dagblad_20020528_65
herstructureer/verb/algemeen_dagblad_19990601_107/378	dat voor een deel ` optisch ' . Het aandelenkapitaal van Philips werd gisteren namelijk	geherstructureerd	, waardoor het aantal aandelen met 8 procent verminderde . Softwareproducent Baan profiteerde van een	algemeen_dagblad_19990601_107
herstructureer/verb/algemeen_dagblad_20011115_123/341	"het duo Riordan/Bracken beaamd . 	 Wij trekken niet aan de touwtjes wat betreft het"	herstructureren	"van de balans 	 , aldus Bracken . Wie dan wel ? 	 De financiële"	algemeen_dagblad_20011115_123
herstructureer/verb/algemeen_dagblad_20000602_21/322	"niet benauwd voor de klus die hem wacht . 	 We hebben ervaring met het"	herstructureren	"van softwarebedrijven 	 , zei hij kort na het bod op Baan . 	 Bedrijven"	algemeen_dagblad_20000602_21
herstructureer/verb/algemeen_dagblad_20000210_176/87	volgen koers . De afscheidingsbeweging maakte bekend dat ze haar politieke en gewapende tak zal	herstructureren	. De twee afdelingen krijgen een nieuwe naam waarin niet meer wordt verwezen naar Koerdistan	algemeen_dagblad_20000210_176
herstructureer/verb/algemeen_dagblad_19990129_84/504	schip maken . Beleggers zijn blij als een bedrijf een eenmalige voorziening neemt om te	herstructureren	". Saneringen zijn gewoon vaak goed voor het sentiment . 	 Bij Ceteco hadden beleggers"	algemeen_dagblad_19990129_84
herstructureer/verb/algemeen_dagblad_20000906_47/124	een hechte positie te geven in Europa . Kansen zijn er genoeg : de warenhuisconcerns	herstructureren	en fuseren , zodat in alle landen wel een grote speler ontstaat waarmee Hamming samenwerking	algemeen_dagblad_20000906_47
herstructureer/verb/de_morgen_20021031_01_133/282	nabestaanden lichter zou uitvallen . Er zijn tal van methodes voorhanden om het vermogen te	herstructureren	. Dat gaat van de welbekende schenkingen tot de tontine en het gebruik van levensverzekeringen	de_morgen_20021031_01_133
herstructureer/verb/de_morgen_20040117_01_26/244	Om sneller beslissingen te kunnen nemen zal de organisatie en werking van de rulingdienst worden	geherstructureerd	. De dienst krijgt minimaal 20 fiscalisten , die een minimumwerkzekerheid van vijf jaar krijgen	de_morgen_20040117_01_26
herstructureer/verb/de_morgen_20040820_01_128/140	markt voor traditioneler fotoproducten zienderogen en moest Agfa zijn afdeling Consumer Imaging keer op keer	herstructureren	om de verliezen te beperken . Vorig jaar nog werden er 750 banen geschrapt ,	de_morgen_20040820_01_128
herstructureer/verb/de_morgen_20030802_01_11/489	"zone de leiding had over de bijzondere eenheden . 	 Ze werden op 1 juli"	geherstructureerd	", waarbij De Bie werd gedetacheerd naar de radiokamer . 	 De heisa rond De"	de_morgen_20030802_01_11
herstructureer/verb/de_morgen_20030724_01_74/101	het geld zal worden ingezet om de noodlijdende Duitse , Nederlandse en Franse filialen te	herstructureren	. De Commissie wil vooral onderzoeken of de steunmaatregel daadwerkelijk in het leven werd geroepen	de_morgen_20030724_01_74
herstructureer/verb/de_morgen_20020928_01_133/78	dat alvast niet of nauwelijks het geval . Ford is verlieslatend en Chrysler wordt grondig	geherstructureerd	. Enkel General Motors slaagt er voorlopig in om de winst op een aanvaardbaar niveau	de_morgen_20020928_01_133
herstructureer/verb/de_morgen_20020328_01_118/367	. Nu zullen elders jobs verloren gaan terwijl de VS-staalindustrie uiteindelijk toch zal moeten worden	geherstructureerd	, luidt het . Prodi verwijst daarmee naar de ' compensatie-maatregelen ' die de EU	de_morgen_20020328_01_118
herstructureer/verb/de_morgen_19990429_01_146/126	voor de reconversie van de Unic- en Nopriwinkels . De GIB Groep is aan het	herstructureren	om de winst op te voeren . Sterkere concurrentie en de verliezen uit het verleden	de_morgen_19990429_01_146
herstructureer/verb/de_morgen_20030123_01_132/276	sit-in ' gehouden uit protest tegen de plannen van de directie om het bedrijf te	herstructureren	en om de ict-dienst uit te besteden . Dat zegt Pascal De Bel , secretaris	de_morgen_20030123_01_132
herstructureer/verb/de_morgen_20020615_01_219/2469	trainen en te testen bestaat uit de opdracht om een Italiaans bedrijf in moeilijkheden te	herstructureren	. ' ( Foto Photo News	de_morgen_20020615_01_219
herstructureer/verb/de_morgen_20000329_01_131/3	Agfa-Gevaert blijft	herstructureren	Omzet met 8,5 procent gestegen Mortsel Ruben Mooijman Agfa-Gevaert gaat dit jaar door met herstructureren	de_morgen_20000329_01_131
herstructureer/verb/de_morgen_20010210_01_315/895	puur Belgische problemen meer : de Europese concurrentie woedt , en bedrijven die zich niet	herstructureren	- vaak een eufemisme voor afslanken - dreigen inderdaad te verdwijnen . En twee ,	de_morgen_20010210_01_315
herstructureer/verb/de_morgen_20011215_01_83/139	Post werkt . Hij is het niet eens met de wijze waarop zijn dienst wordt	geherstructureerd	omdat die het personeelsstatuut aantast . ( SD ) De Financiële Morgen , pagina	de_morgen_20011215_01_83
herstructureer/verb/de_morgen_20020919_01_63/227	of paukenslagen ( het liefst uit obscure funkklassiekers uit de vroege jaren zeventig ) en	herstructureert	hij die dagenlang , tot de groove goed zit . En dat lukt . What	de_morgen_20020919_01_63
herstructureer/verb/de_morgen_20020615_01_18/28	de nieuwe topman van de NMBS de opdracht zal meekrijgen om de nationale spoorwegen te	herstructureren	. Gezien het verleden van Karel Vinck , die vaak als de nieuwe man wordt	de_morgen_20020615_01_18
herstructureer/verb/de_morgen_19991125_01_158/831	van de ' schepping van waarde voor de aandeelhouders ' gehoorzamen en werd het totaal	geherstructureerd	, naar het voorbeeld van de oude staalreus Preussag , die met succes naar de	de_morgen_19991125_01_158
herstructureer/verb/de_morgen_20031129_01_28/60	De academici hadden fel geprotesteerd tegen plannen van de Vlaamse regering om het FWO te	herstructureren	en om te vormen tot een Intern Verzelfstandigd Agentschap ( IVA ) . Dat plan	de_morgen_20031129_01_28
herstructureer/verb/de_morgen_20001219_01_21/291	wel in een aparte structuur , zij staan sterk op hun eigenheid . Ook werkgeversorganisaties	herstructureren	en	de_morgen_20001219_01_21
herstructureer/verb/de_morgen_20020228_01_38/433	Een tijdje geleden stuurde Frère zijn luitenant Didier Bellens naar RTL om de mediagroep te	herstructureren	. Het lijkt erop dat Bellens in thuisland België begint . De leiding van RTL-TVi	de_morgen_20020228_01_38
herstructureer/verb/de_morgen_20000331_01_7/9	Sauwens werkt aan plan om Vlaamse administratie te	herstructureren	Openbare instellingen moeten weer luisteren naar hun minister Brussel Eigen berichtgeving Vlaams minister van Ambtenarenzaken	de_morgen_20000331_01_7
herstructureer/verb/de_morgen_20020315_01_120/70	uit Diest en Dendermonde moeten verhuizen . Volgens vakbondsman Jan Van Herck ( ACV-Transcom )	herstructureert	de directie zonder het personeel in te lichten . Prospectus goedgekeurd CBF zet licht op	de_morgen_20020315_01_120
herstructureer/verb/de_morgen_20020123_01_139/341	dollar ( 2 miljard euro ) toegewezen . Dat geld zal worden gebruikt om te	herstructureren	. Voor Delhaize , dat drie grote supermarktketens bezit in de Verenigde Staten , kunnen	de_morgen_20020123_01_139
herstructureer/verb/de_morgen_20020608_01_162/152	tot de omzetverhoging van Agfa . Vorig jaar heeft Agfa Gevaert , dat aan het	herstructureren	is in zijn Belgische vestiging in Mortsel-Antwerpen en de nummer één is in de lasermarkt	de_morgen_20020608_01_162
herstructureer/verb/de_morgen_19991108_01_78/86	veel voor de atletiek betekend . Thea Swierstra Als opvolger van de Nederlander Adriaan Paulen	herstructureerde	de Italiaan , vroeger een verspringer , de IAAF volledig . Hield de federatie bij	de_morgen_19991108_01_78
herstructureer/verb/de_morgen_20010627_01_271/33	van Unilever België , heeft in een mededeling de intentie aangekondigd om haar activiteiten te	herstructureren	. Op termijn zoekt Agrigel naar een kandidaat-overnemer . Meer dan de helft van de	de_morgen_20010627_01_271
herstructureer/verb/de_morgen_20031028_01_43/432	helpen invullen . In maart vorig jaar maakte de vervoersmaatschappij bekend het hele tramnet te	herstructureren	. Centraal in het nieuwe plan is de Noord-Zuidas door het centrum : voortaan zou	de_morgen_20031028_01_43
herstructureer/verb/de_morgen_19991012_01_99/331	trouwens . Beide ketens draaien ongeveer break-even . Maar Carestel wil de ketens ineenschuiven en	herstructureren	, zoals dat ook met het Deense Monarch is gebeurd . Voor de herstructurering in	de_morgen_19991012_01_99
herstructureer/verb/de_morgen_19990805_01_85/226	Visbedrijf te gelde te maken . Typisch voor het Europese investeringsfonds is dat het bedrijven	herstructureert	, samenvoegt met andere bedrijven of in het andere geval afslankt . Het ultieme doel	de_morgen_19990805_01_85
herstructureer/verb/de_morgen_20030212_01_168/606	". 	 De Philips-vestiging die in het Limburgse Lommel is gevestigd , werd vorig jaar"	geherstructureerd	"en een tijdlang liepen er ook onderhandelingen met een partner of overnemer . 	 Maar"	de_morgen_20030212_01_168
herstructureer/verb/de_morgen_20010712_01_93/147	"nog negenhonderd mensen , van wie zevenhonderd vast in dienst . 	 Dat er opnieuw"	geherstructureerd	moet worden , heeft te maken met het feit dat de it-industrie zowel in de	de_morgen_20010712_01_93
herstructureer/verb/de_morgen_20011206_01_112/91	laatste aandelen verkocht aan Austrian Airlines . Austrian gaat nu het zwaar verlieslatende luchtvaartbedrijf flink	herstructureren	en omtoveren in een chartermaatschappij , die daarnaast vluchten blijft uitvoeren naar Australië . Maar	de_morgen_20011206_01_112
herstructureer/verb/de_morgen_20020706_01_74/426	van de beloofde eenheid vooralsnog een verre droom . ( LD ) Terreurgroepering GIA zou	herstructureren	en banden met Al-Qaeda aanhalen De aanslag die gisteren de druk bezochte ochtendmarkt van Larbaa	de_morgen_20020706_01_74
herstructureer/verb/de_morgen_20021102_01_183/1411	eenmalig nog 50 miljoen euro in ABX mogen pompen , waarna het bedrijf zich moest	herstructureren	en uitkijken naar privé-kapitaal . De dingen gaan veranderen , zo verklaarde VLD-voorzitter Karel De	de_morgen_20021102_01_183
herstructureer/verb/de_morgen_19990818_01_152/106	Wat blijft er over om shareholder value te creëren ? De marges verbeteren door te	herstructureren	en kosten te besparen ? Zeker ! Groei door acquisities behoort echter ook tot de	de_morgen_19990818_01_152
herstructureer/verb/de_morgen_20020316_01_136/642	. Zo zullen we ons meer op de kernactiviteit glasproductie toeleggen . Andere activiteiten worden	geherstructureerd	"of afgestoten . 	 Wat zijn de gevolgen voor de 13.000 werknemers van Glaverbel ?"	de_morgen_20020316_01_136
herstructureer/verb/de_morgen_19991125_01_150/355	tot concentratie in de afdelingen energietechniek en scheepsbouw , waardoor meteen heel het concern zal	geherstructureerd	moeten worden . ( dpa	de_morgen_19991125_01_150
herstructureer/verb/de_morgen_20020914_01_139/573	. Dreigt de macro-economie niet in recessie te gaan , als iedereen op microniveau gaat	herstructureren	"? 	 Dat zou theoretisch kunnen . Ik zie eerder gewone cycli van op- en"	de_morgen_20020914_01_139
herstructureer/verb/de_morgen_19990128_01_127/89	via de KBC-groep - indirect 68 procent van KBC Luxemburg . Tandem vervangt Delaunois Usinor	herstructureert	In het herstructureringsplan voor Usinor , de Franse staalreus die het Waalse Cockerill Sambre controleert	de_morgen_19990128_01_127
herstructureer/verb/de_morgen_20000703_01_5/404	behoeften van de toekomst ? Het afgelopen decennium is er op onderwijs zwaar gerationaliseerd en	geherstructureerd	. Nu komen we in de plezante fase van de discussie . Nu kunnen we	de_morgen_20000703_01_5
herstructureer/verb/de_morgen_20030920_01_152/120	"gedelegeerd bestuurder van Alitalia bieden de Frans-Nederlandse onderhandelingen de mogelijkheid om 	 de sector te"	herstructureren	", en consolidatie is de sleutel 	 . Het is onzeker geworden of de alliantie"	de_morgen_20030920_01_152
herstructureer/verb/de_morgen_19990604_01_112/728	Hij zwaaide af met de rang van luitenant-kolonel . Zijn rechtbanken werden geregeld gereorganiseerd en	geherstructureerd	, maar Ringel zelf was een vaste waarde en werd achtereenvolgens herbenoemd door de burgemeesters	de_morgen_19990604_01_112
herstructureer/verb/de_morgen_20011211_01_73/552	een breder kader , namelijk het plan van voorzitter Jan Peeters om de voetbalbond te	herstructureren	"en een onderscheid te maken tussen betaald voetbal en amateurvoetbal . 	 Die splitsing is"	de_morgen_20011211_01_73
