id	left	target	right	file
hoop/noun/nrc_handelsblad_20000915_51/1285	kenden Vietnam niet en hielden geen rekening met de geschiedenis van dat land . De	hoop	dat de Zuid-Vietnamezen op eigen kracht de communisten zouden verslaan werd de bodem ingeslagen door	nrc_handelsblad_20000915_51
hoop/noun/nrc_handelsblad_20000219_10/336	( 30.000 transgene muizen per jaar ) , geeft het resultaat van de Engelse onderzoekers	hoop	op ook een toepassing bij muizen . Maar tegelijkertijd is het niet meer dan een	nrc_handelsblad_20000219_10
hoop/noun/nrc_handelsblad_20031205f_116/108	aap , met brede neuzen en dikke roze lippen . Maar een Colombiaan kan een	hoop	poen verdienen als hij zijn slechte reputatie weet uit te buiten . Het is maar	nrc_handelsblad_20031205f_116
hoop/noun/nrc_handelsblad_20001118_97/626	kon je aan de hand van de uitkomst de oplossing terugredeneren . Dat scheelde een	hoop	vrije tijd . Vóór de meester om kwart over vier terugkwam van zijn theepauze had	nrc_handelsblad_20001118_97
hoop/noun/nrc_handelsblad_20010327_107/445	Ik heb Smits nog niet verteld wat ik ga doen . Er zijn een hele	hoop	gezonde dotcombedrijven waar ik best mijn vervolg zie en die ik behoorlijk wat te bieden	nrc_handelsblad_20010327_107
hoop/noun/nrc_handelsblad_20011107_44/241	van begin tot eind doordacht masterplan improviseren zij van dag tot dag , in de	hoop	onderweg een sluitende strategie te bedenken . Volgens een hoge Amerikaanse diplomaat heeft zijn regering	nrc_handelsblad_20011107_44
hoop/noun/nrc_handelsblad_20031128_965/47	"de bedrijven ? 	 Ja . 	 De rechtszaken in Amerika geven in de townships"	hoop	op de verandering die met het einde van de apartheid niet is gekomen . De	nrc_handelsblad_20031128_965
hoop/noun/nrc_handelsblad_20010529_48/617	"nooit kom 	 , zegt ze . Campbell kijkt verder dan 7 juni . Zijn"	hoop	dat Tony Blair het kiesstelsel met één winnaar per district zal hervormen , een vurige	nrc_handelsblad_20010529_48
hoop/noun/nrc_handelsblad_20000825_43/232	van het Verenigd Koninkrijk , Zweden , Denemarken en later de oost-Europese landen geven weinig	hoop	op een nieuw woord . Misschien dat Israel op basis van zijn I toch maar	nrc_handelsblad_20000825_43
hoop/noun/nrc_handelsblad_20020220_59/205	Abdullah beschouwt hij in de uitzichtloze crisis met de Palestijnen ongetwijfeld als een teken van	hoop	. Koppig blijft Peres , tegen scherpe kritiek uit de eigen gelederen in , op	nrc_handelsblad_20020220_59
hoop/noun/nrc_handelsblad_20010104_71/310	of een provocatie van kolonisten kan wegens de zeer gespannen situatie in een ommezien alle	hoop	op vrede de kop indrukken . Vandaag zal Arafat aan de begeleidingscommissie van de Arabische	nrc_handelsblad_20010104_71
hoop/noun/nrc_handelsblad_20031002_156/126	in een ander land niet uitgevoerd . Maar het scheelt tijd , en waarschijnlijk een	hoop	ellende . Als een kind eenmaal ontvoerd is , beslist de rechter in zijn `	nrc_handelsblad_20031002_156
hoop/noun/nrc_handelsblad_20010407_14/1497	de veiligheid van voedsel . Al zit er onverwachts een berichtje bij dat een sprankje	hoop	geeft : Amerikaanse onderzoekers zeggen dat de voorlichting over de onveiligheid en de gevaren van	nrc_handelsblad_20010407_14
hoop/noun/nrc_handelsblad_20011026_125/155	gehoor van de verslaggever bespreken ze de opties : het bericht negeren , in de	hoop	dat andere media dat ook doen , of een persverklaring uitgeven die het bericht tegenspreekt	nrc_handelsblad_20011026_125
hoop/noun/nrc_handelsblad_19991009_65/417	werkt die liefde zo aanstekelijk , dat ik al na één aflevering niet alleen de	hoop	, maar ook het rotsvaste geloof heb dat de rest ook zo indrukwekkend is	nrc_handelsblad_19991009_65
hoop/noun/nrc_handelsblad_20000819_133/569	uiteindelijk stappen we met een aantal Russische journalisten in de helikopter , die met een	hoop	kabaal de lucht ingaat . De kerosinetanks staan in het passagiersruim , de tolueen en	nrc_handelsblad_20000819_133
hoop/noun/nrc_handelsblad_20000519_61/79	experiment met de verhuur van milieuvriendelijk bootjes in de Amsterdamse grachten . Raadsleden spraken de	hoop	uit dat de verhuur van elektrische bootjes in de toekomst wel mogelijk is , maar	nrc_handelsblad_20000519_61
hoop/noun/nrc_handelsblad_20040515_218/14	Dat zal overigens nog een hele dobber worden . Snaartheoretici hebben vooral hun	hoop	gevestigd op kosmische achtergrondstraling , een relict van de oerknal waarmee het heelal is doordrenkt	nrc_handelsblad_20040515_218
hoop/noun/nrc_handelsblad_20040309_103/608	geen toeval dat fanatiek secularisme en kritiek op de verzorgingsstaat hand in hand gaan .	Hoop	ziet Kennedy ten slotte , behalve mede als bron van de verzorgingsstaat , als richtsnoer	nrc_handelsblad_20040309_103
hoop/noun/nrc_handelsblad_20040524_93/230	"na afloop 	 respectloos 	 noemde . De trainer van FC Utrecht sprak verder de"	hoop	uit dat hij binnenkort weer eens mag investeren van de clubleiding . Hij moet deze	nrc_handelsblad_20040524_93
hoop/noun/nrc_handelsblad_20010911_3/429	niet blij mee zijn als het nog meer schuld zou consolideren . KPN kan enige	hoop	aan E-Plus ontlenen . Misschien heeft een concurrent meer aan dat bedrijf dan KPN ,	nrc_handelsblad_20010911_3
hoop/noun/nrc_handelsblad_20030409_51/109	eind deze maand het debat over het gemeenschappelijke buitenlands- en veiligheidsbeleid . Er is weinig	hoop	dat de Conventie , waaraan behalve parlementariërs ook vertegenwoordigers van de EU-regeringen deelnemen , een	nrc_handelsblad_20030409_51
hoop/noun/nrc_handelsblad_20001223_130/998	achteruit . Ik ging met mijn hakken over de sloot over en ik kreeg een	hoop	gezeur op school . Uiteindelijk heb ik ervoor gekozen om mijn eindexamen te halen .	nrc_handelsblad_20001223_130
hoop/noun/nrc_handelsblad_20000714_5/150	van de latere verdienen ten minste weer eens gelezen te worden . Amis had een	hoop	te vertellen ; als hij uit het beeld van Engeland in de tweede helft van	nrc_handelsblad_20000714_5
hoop/noun/nrc_handelsblad_20030619_46/354	voor hun portemonnee - alhoewel niet iedereen de voordelen meteen inziet . Het lijkt een	hoop	"extra werk . 	 De Californische wijnbouw , die zo'n honderdvijftig jaar geleden werd begonnen"	nrc_handelsblad_20030619_46
hoop/noun/nrc_handelsblad_20040424_328/195	wie wint , het al wist . Toch blijft zich in onze groep een sprankje	hoop	koppig vasthouden . Dan komt onze categorie en tegen beter weten in bonkt mijn hart	nrc_handelsblad_20040424_328
hoop/noun/nrc_handelsblad_20030418_11/20	de eerste drol , waarna de vrouw ingrijpt : ` Als ik nou die tweede	hoop	neem . Ik doe hetzelfde als u , en ik laat niets liggen . Ik	nrc_handelsblad_20030418_11
hoop/noun/nrc_handelsblad_20011107_2/175	Dat deed recherche op de dag dat zij het onderzoek afsloten . Omdat ze geen	hoop	meer had de dader te kunnen achterhalen . Nu is het onderzoek heropend : hij	nrc_handelsblad_20011107_2
hoop/noun/nrc_handelsblad_20021011_5038/8	Sommige beschouwers ervan beweren een teken van	hoop	te zien aan het einde van het stuk , als Cate terugkomt om Ian te	nrc_handelsblad_20021011_5038
hoop/noun/nrc_handelsblad_20000215_34/24	Naties in Irak , Hans von Sponeck , heeft zijn ontslag genomen omdat hij alle	hoop	heeft verloren op verbetering van de omstandigheden van het Iraakse volk . Von Sponeck ,	nrc_handelsblad_20000215_34
hoop/noun/volkskrant_20010919_66/47	KLM samen met andere Europese luchtvaartmaatschappijen de Europese Commissie om steun gevraagd . KLM put	hoop	uit het feit dat de Amerikaanse regering gisteren steun aan de luchtvaart heeft toegezegd .	volkskrant_20010919_66
hoop/noun/volkskrant_20040219_101/158	verwoest was . ' Nog altijd voelt het zo . Al zijn er tekenen van	hoop	. Achter de schermen , maar steeds meer ervoor . Zoals deze week toen Cruijff	volkskrant_20040219_101
hoop/noun/volkskrant_20000819_50/522	, waarbij de maagdelijkheid van Maria en het geloof in een goddelijke schepping op één	hoop	worden gegooid . Plasterk weet waarschijnlijk niet dat de meeste weldenkende ( katholieke ) gelovigen	volkskrant_20000819_50
hoop/noun/volkskrant_20020308_34/577	probleemroman ' kunnen zijn , waarin slachtoffers getuigenis afleggen van hun zielige leventje in de	hoop	op medelijden of erkenning . Zo zit Lobo Antunes ' literatuur echter niet in elkaar	volkskrant_20020308_34
hoop/noun/volkskrant_20001014_181/296	. Gerrit zit er houterig bij . Hij staart naar het plafond , in de	hoop	dat de huilbui zo snel mogelijk overwaait . Die emotionele onmacht is nog veel schrijnender	volkskrant_20001014_181
hoop/noun/volkskrant_19991203_129/659	gekomen is dat scepsis op zijn plaats is . Er is , kortom , nog	hoop	. En dus laat zijn boek zich slechts lezen met een ander boek onder handbereik	volkskrant_19991203_129
hoop/noun/volkskrant_20030828_07/236	het waterschap naar de provincie en de provincie weer naar het waterschap ' . Veel	hoop	op geld heeft Wilnis dus niet . Thea Klein schept met een emmertje water weg	volkskrant_20030828_07
hoop/noun/volkskrant_20041008_95/22	belangrijkste critici wordt het zwijgen opgelegd en zelfs in joodse kring in Newark blijft de	hoop	levend dat er zaken te doen zijn met het nieuwe bewind . Newark krijgt ,	volkskrant_20041008_95
hoop/noun/volkskrant_19990414_29/146	bedoelingen van de NAVO staan buiten kijf : ze begon de militaire actie in de	hoop	en de verwachting dat die Milosevic zou dwingen de al op gang zijnde ( zij	volkskrant_19990414_29
hoop/noun/volkskrant_20011208_166/981	Jumping te downgraden . ' De Ruiter overleefde alle aanslagen en nu heeft hij goede	hoop	dat de jongste aanslag op Jumping ( en op zijn goede humeur ) ook tot	volkskrant_20011208_166
hoop/noun/volkskrant_20030614_60/281	niet meer relevant , dan ga je gewoon aan de slag . Dat scheelt een	hoop	gezeur	volkskrant_20030614_60
hoop/noun/volkskrant_20040304_37/72	matten op de zandvloer uit te spreiden . De dekens liggen nog op een grote	hoop	. De kinderen mogen die 's ochtends niet meenemen : hun ouders , die zelf	volkskrant_20040304_37
hoop/noun/volkskrant_20020712_73/631	zorgen voor hoge omzetten . Zij verkopen aandelen die ze niet hebben , in de	hoop	die later goedkoper terug te kunnen kopen . Ook dat drukt de koers . '	volkskrant_20020712_73
hoop/noun/volkskrant_20031212_61/147	koersstijgingen . De redding van KPN - eveneens met een claimemissie - biedt echter weinig	hoop	. Aanvankelijk schoot de koers omhoog uit euforie over het reddingsplan van de nieuwe topman	volkskrant_20031212_61
hoop/noun/volkskrant_20010718_0/398	zal het dodental nog stijgen , want volgens het persbureau Nieuw China was er nauwelijks	hoop	meer voor elf mensen die nog onder de kraan lagen	volkskrant_20010718_0
hoop/noun/volkskrant_20021011_20/402	in de lucht geworpen . Uren van tevoren hadden zich voor het gebouw al een	hoop	belangstellenden verzameld , sommigen uitgerust met visnetten . Toen het geld door de lucht vloog	volkskrant_20021011_20
hoop/noun/volkskrant_20000401_145/104	Silkeborg . Dat is het nadeel van dat soort wedstrijdjes . Ruud loopt nu een	hoop	mis en moet alleen maar zorgen dat hij weer zo snel mogelijk fit is om	volkskrant_20000401_145
hoop/noun/volkskrant_20021015_64/126	50 procent van de kiesgerechtigden zijn stem uitbrengen . De Europese Commissie spreekt nadrukkelijk de	hoop	uit dat in Servië de ' politieke stabiliteit blijft gehandhaafd ' . Javier Solana ,	volkskrant_20021015_64
hoop/noun/volkskrant_20020315_131/1721	beschouwers zijn gevlucht in dilettantistische psychologie en quasi-historische sociologie , uitroepend dat er ' weer	hoop	is voor de liefde ' , dat de romantiek van eeuwige liefde en trouw daarentegen	volkskrant_20020315_131
hoop/noun/volkskrant_20010105_8/144	niet overtuigend . Daarna werden de Luxemburgers in conditie overklast en liep de zege nog	hoop	op . Mark Schmetz was met acht doelpunten topscorer . Harold Musser en Robert Nijdam	volkskrant_20010105_8
hoop/noun/volkskrant_20041002_60/7	Het mag in het begin een	hoop	geld kosten , maar wie niet waagt , die niet wint ' . Hij heeft	volkskrant_20041002_60
hoop/noun/volkskrant_20020204_124/506	zo te zien staan de meeste personages in die keuken betrekkelijk onverschillig tegenover elkaar .	Hoop	op een betere toekomst is nauwelijks voelbaar ; al gaan ze dan uiteindelijk zingend met	volkskrant_20020204_124
hoop/noun/volkskrant_20010330_30/212	het zenden van de vredesmacht voor onbepaalde tijd uit te stellen . Er kwam nieuwe	hoop	op een eind aan de impasse toen Joseph Kabila aan de macht kwam in Kinshasa	volkskrant_20010330_30
hoop/noun/volkskrant_20010912_96/571	Paul Smits nog in de raad van bestuur zit , moeten ze niet te veel	hoop	ontlenen . Scheepbouwer wil bereiken dat KPN zijn eigen broek weer kan ophouden . Maar	volkskrant_20010912_96
hoop/noun/volkskrant_19990607_77/105	II , drie weken geleden , er aanvankelijk vijftig leden bij . Hij sprak de	hoop	uit dat het aantal opzeggingen daar onder zal blijven . Kok , die zelf ook	volkskrant_19990607_77
hoop/noun/volkskrant_20030606_114/147	producten met beelden , gevoelens en emoties te associëren . Een slimme reclamemaker kan een	hoop	staal met een stuur en vier wielen zo barstensvol betekenissen pompen , dat er een	volkskrant_20030606_114
hoop/noun/volkskrant_20000314_26/363	variëren van 10 tot 100 jaar ' , zegt een diplomaat . Jordanië heeft zijn	hoop	gevestigd op een op papier prachtig project : een kanaal van de Rode Zee naar	volkskrant_20000314_26
hoop/noun/volkskrant_20010122_6/777	weinig mensen . De toegevoegde waarde van zo'n havenbedrijf is gering . Kampen heeft zijn	hoop	daarom voor een groot deel gevestigd op containers . Containers moeten worden ingepakt , leeggehaald	volkskrant_20010122_6
hoop/noun/volkskrant_20000105_39/188	de taken van Coleman voorlopig waar . Everaert wacht een moeilijke klus , want de	hoop	op een spoedig herstel van het Veluws-Amerikaanse softwarebedrijf lijkt vervlogen . Baan verwacht over de	volkskrant_20000105_39
hoop/noun/volkskrant_20030503_61/29	zijn een forse tegenvaller . Zes dagen waren er geen nieuwe verdenkingen , waardoor de	hoop	rees dat de vogelpestcrisis bedwongen was . De besmetting in Helenaveen geeft nog een extra	volkskrant_20030503_61
hoop/noun/volkskrant_20011030_18/114	was in een land met duizenden grotten en kilometerslange tunnels . Daarom stelde zij haar	hoop	in de eerste plaats op de omverwerping van het Taliban-regime . Dat zou niet alleen	volkskrant_20011030_18
hoop/noun/volkskrant_20030712_39/56	, 1998 ) . Schitterend met computers geanimeerd mierenepos . Mier Flik redt eigenhandig zijn	hoop	wanneer een zwerm sprinkhanen aanvalt voor de jaarlijkse plunder . RTL 4 , 20.00 uur	volkskrant_20030712_39
hoop/noun/volkskrant_20000129_209/657	meer dat hij kinderen heeft . In 1994 verhuisden we naar Ravenstein , in de	hoop	dat het daar beter zou gaan . Het tegendeel gebeurde . Mijn vader begon mijn	volkskrant_20000129_209
hoop/noun/volkskrant_20000831_11/116	als opslagruimte , we hebben het er vaker over gehad . U bent onze laatste	hoop	, de tijd begint te dringen . ' De zoon van de huisbaas hield zijn	volkskrant_20000831_11
hoop/noun/volkskrant_19990610_47/1379	Hij moet loyaal zijn . Je zit weken in dezelfde hotelkamer en je maakt een	hoop	mooie dingen mee , maar zeker ook veel moeilijke dingen . Dat zijn momenten dat	volkskrant_19990610_47
hoop/noun/volkskrant_20010115_40/263	zou kunnen , dan zou ik vanzelf weer beter worden . Mensen gaven me weinig	hoop	dat het nog iets zou worden . Maar toen mijn rechterbeen weer wilde , was	volkskrant_20010115_40
hoop/noun/volkskrant_20000403_80/16	Degenschermster Pernette Osinga is twee jaar weggeweest van het front , maar heeft plotseling flauwe	hoop	gekregen op de Olympische Spelen van Sydney . Een plek bij de beste acht bij	volkskrant_20000403_80
hoop/noun/volkskrant_20040422extra_10/139	We verwachten inderdaad nogal wat bezwaarschriften . Maar ik wil nu ook weer geen valse	hoop	geven . We gaan niet nog een keer op pad , om voorstellingen te bezoeken	volkskrant_20040422extra_10
hoop/noun/volkskrant_20041013_74/101	dat de mensheid gedoemd is . In het laatste hoofdstuk van Cloud Atlas gloort ook	hoop	. De persoon denkt dat het goed komt , als hij maar gelooft dat het	volkskrant_20041013_74
hoop/noun/volkskrant_20000513_203/84	maanden ' wat beperkter ' zijn . ' We hebben aan de vorige Vakantiebeurs een	hoop	geld besteed en gezien het resultaat hebben we daar grote problemen mee . ' Travel	volkskrant_20000513_203
hoop/noun/volkskrant_19991116_108/344	. De eerste rij bestaat uit mensen die een misstand komen melden , in de	hoop	dat er een tv-ploeg op af wordt gestuurd . In de tweede rij staan afgezanten	volkskrant_19991116_108
hoop/noun/volkskrant_20040210_47/286	bent . Dit beleid is gewoon virtuele bla-bla of gewoon , excuse moi , een	hoop	politiek gelul . Steeds worden afgewezen is vreselijk frustrerend	volkskrant_20040210_47
hoop/noun/volkskrant_19990306_30/873	kan me niets schelen . Het gaat erom een voorbeeld te stellen . ' Veel	hoop	dat het zal werken , heeft hij overigens niet : ' Toen ze de rechtszaal	volkskrant_19990306_30
hoop/noun/volkskrant_20000927_93/998	iets pas criminaliteit als thuis de deurpost eruit ligt . Als het van de grote	hoop	komt , wordt er gedacht , heeft niemand er last van . Da's een foute	volkskrant_20000927_93
hoop/noun/volkskrant_20010317_198/1815	in contact kwam . Toen ik in het ziekenhuis aankwam , stonden daar een hele	hoop	hulpverleners klaar van wie je helemaal niet wilde dat ze je opvingen . Op zeker	volkskrant_20010317_198
hoop/noun/volkskrant_20020817_157/1037	. Afek zag in dat een passieve verdediging met 24 . Tf1 Te8 geen enkele	hoop	biedt en stort zich in het diepe . 24 . De2-e7 Dd6xe7 25 . Te1xe7	volkskrant_20020817_157
hoop/noun/volkskrant_19990625_83/1007	onwaardige betutteling en een overdadige zendingsdrang . Maar als alternatief heeft deze auteur slechts vage	hoop	en schone dromen te bieden . Het meer realistische alternatief voor de huidige bestuurlijke controle	volkskrant_19990625_83
hoop/noun/volkskrant_20010929_37/471	die hun repressie rechtvaardigen als zijnde antiterrorisme . Premier Atef Abeid van Egypte sprak de	hoop	uit dat de westerse landen nu de ( bikkelharde ) ' Egyptische aanpak van het	volkskrant_20010929_37
hoop/noun/parool_20010804_90/498	". 	 Het vertrouwen was beschaamd . Ik heb hem gezegd : je hebt een"	hoop	slechte dingen gedaan om te proberen mij kapot te maken , maar op een dag	parool_20010804_90
hoop/noun/parool_20030521_70/317	is nog altijd niet helemaal genezen van Boots vertrek . Lange tijd bleef zelfs de	hoop	levend dat hij na zijn sabbatical year zou terugkeren . Maar nu duidelijk is dat	parool_20030521_70
hoop/noun/parool_20030913_146/331	ik dat best leuk werk . Je zit in de studio , er staan een	hoop	monitoren en vervolgens doe je net alsof je bij die wedstrijden bent geweest en er	parool_20030913_146
hoop/noun/parool_20011022_117/352	winst op Zweden en de sterke helften tegen de Deense en Noorse vrouwen gaven haar	hoop	. De geboren Kroatische haalde op de middenopbouw een redelijk niveau . De voormalig topscoorster	parool_20011022_117
hoop/noun/parool_19990130_113/1525	schokkends in de wereld , waardoor ze moesten wachten op zaterdag , in de vurige	hoop	dat er nog een of andere staatssecretaris zijn benen brak over een netelige kwestie ,	parool_19990130_113
hoop/noun/parool_20010219_60/333	bezorgen . De Zweden slaan vaker in bij de benzinepomp . Er wordt trouwens een	hoop	benzine verstookt op weg naar de broodnodige boodschappen . In Frankrijk en Engeland wordt driekwart	parool_20010219_60
hoop/noun/parool_19991012_100/1053	naar een belangenclub , enzovoort . Alles wordt hier meteen een zuil . Hartstocht bevat	hoop	, eh , beweging , liefde , warmte , erotiek . Laatst vierde ik mijn	parool_19991012_100
hoop/noun/parool_19990506_13/316	wordt door de verschillende hoofdrolspelers , en daarna hun eigen conclusie trekken - in de	hoop	dat de lezer die volgt . Alles draait dus om hun geloofwaardigheid , of zoals	parool_19990506_13
hoop/noun/parool_20030408_107/57	leven , maken PvdA en CDA zich op voor een rondje zwartepieten , in de	hoop	de ander de schuld van dit debacle in de schoenen te kunnen schuiven . Maar	parool_20030408_107
hoop/noun/parool_20000819_103/2528	vijftien vergunningen , die hij voor vijf gulden per dag verhuurt . Vernooijs heeft goede	hoop	ook het juridisch verzet tegen de flinke verhoging van de pachtprijs te winnen . Het	parool_20000819_103
hoop/noun/parool_19991103_3/1383	moeten de verantwoordelijken voor de slachtoffers bij de studentenrellen worden gestraft worden . Dat zal	hoop	"geven bij de mensen en straalt betrouwbaarheid uit naar het buitenland , 	 zegt Seda"	parool_19991103_3
hoop/noun/parool_20020209_91/779	en zich als eerste Amerikaanse president uitsprak voor een onafhankelijke Palestijnse staat , leefde de	hoop	even op . Dit ging gepaard met een aanzienlijke vermindering van het geweld . Des	parool_20020209_91
hoop/noun/parool_20010424_14/380	misdrijf , daar ben ik honderd procent van overtuigd . Wij hebben als familie nieuwe	hoop	gekregen dat Germa wordt teruggevonden en een begrafenis kan krijgen .	parool_20010424_14
hoop/noun/parool_20010614_96/15	Daar is ook alle reden voor , want er is volgens Olofsen weer wat	hoop		parool_20010614_96
hoop/noun/parool_20010505_50/166	heerst vertrouwen dat de economie zich heeft gestabiliseerd . ' Bij beleggers groeide bovendien de	hoop	dat de Fed de mindere cijfers aangrijpt om de rente opnieuw te verlagen . Uiteindelijk	parool_20010505_50
hoop/noun/parool_20020712_104/154	' Ja , daar valt natuurlijk weinig tegenin te brengen . Ik zag verder een	hoop	nepbroden . Mannen met zwart rock 'n roll-haar en vieze jasjes . Ze moesten uitleggen	parool_20020712_104
hoop/noun/parool_20020427_120/430	aan het infuus ligt , waarbij het des te somberder stemt dat zich vooralsnog nergens	hoop	op genezing lijkt aan te dienen	parool_20020427_120
hoop/noun/parool_19990904_75/434	worden ook door brand geteisterd . Californische brandweerlieden hebben zorgvuldig geselecteerde bosgebieden aangestoken in de	hoop	het voortrazende vuur van verdere brandstof af te snijden . De branden zetten koers naar	parool_19990904_75
hoop/noun/parool_19990316_134/2226	het eenmaal klopt , is ze niet te verslaan . Zo heeft ze al een	hoop	mensen op weg geholpen .	parool_19990316_134
hoop/noun/parool_20010918_194/515	beroerde staat van het Nederlandse transport ook háár aan het hart gaat , maar dat	hoop	gloort aan de horizon . Ze praat dan ook meestal in de toekomstige tijd .	parool_20010918_194
hoop/noun/parool_20010509_40/3	De vurige	hoop	van de Haarlemse huisarts Philip Sutorius ( 49 ) dat zijn strafproces niet al te	parool_20010509_40
hoop/noun/parool_20010911_34/489	schuldenlast van 22,8 miljard euro heeft teruggebracht tot minder dan zeventien miljard . En de	hoop	aan dat criterium te voldoen , is sinds 1 juni vervlogen , vertelt financiële man	parool_20010911_34
hoop/noun/parool_19990129_116/147	Bunker Hill ) : de worsteling met zijn schrijversdroom en in het kielzog daarvan de	hoop	dat zijn succes als schrijver hem geluk zal brengen in de liefde . De weg	parool_19990129_116
hoop/noun/parool_20010913_61/272	"zullen zijn van de aanslagen . 	 Later op de dag kregen beleggers wat meer"	hoop	. Een verzekeraar als Aegon , met een relatief groot schadebedrijf , zakte eerst twee	parool_20010913_61
hoop/noun/parool_20040624_60/273	. Elke dag is de dag des oordeels in het universum van de Millers ,	hoop	is een roofdier dat je doodt en elke zomer gaat vruchteloos voorbij . Maar als	parool_20040624_60
hoop/noun/parool_20020824_135/19	hun winst namen na de klein koersopleving in de afgelopen dagen , verstoorden gisteren de	hoop	op verdere koersstijgingen . Door de winstnemingen verloor de beursindex AEX in Amsterdam 1,35 procent	parool_20020824_135
hoop/noun/parool_20000629_2/760	"vijfde set misschien toch nog mijn kant op kunnen vallen . 	 Het was ijdele"	hoop	. Hij liet een volley van Ferreira lopen in de veronderstelling dat de bal uit	parool_20000629_2
hoop/noun/parool_20000325_47/179	De beleidsbepalers maken zich meer zorgen over de opvolging van Ruud van Nistelrooij . Want	hoop	is er wel , maar de kans dat de geblesseerde topscorer PSV verlaat , is	parool_20000325_47
hoop/noun/parool_19990810_37/116	deze groep uit angst voor Albanese wraak op de vlucht slaan , dan is de	hoop	op een multi-etnisch Kosovo definitief ten einde . De brug is lelijk en gehavend ,	parool_19990810_37
hoop/noun/parool_20020419_37/130	tocht door de stad liep een groep van voornamelijk Marokkaanse jongeren voorop die voor een	hoop	overlast zorgde . Er werd een brandbom in het portiek van discotheek de It gegooid	parool_20020419_37
hoop/noun/parool_20001211_55/225	en haar team van een 30-36 achterstand naar een 39-36 voorsprong schoot , was alle	hoop	terug . De tweede helft leek een bizarre wending te nemen doordat de Lions vanaf	parool_20001211_55
hoop/noun/parool_19990212_112/583	wat ik net niet moet doen . Ik moet toegeven dat zo'n partij mij weer	hoop	geeft , hoop dat idealen kunnen worden nagestreefd . De Dam is daarvoor inderdaad de	parool_19990212_112
hoop/noun/parool_20030503_112/342	) boven haar verloofde Stolzius , de zoon van de plaatselijke stoffenhandelaar , in de	hoop	een paar treetjes op de maatschappelijke ladder te kunnen stijgen . Maar Desportes dankt haar	parool_20030503_112
hoop/noun/algemeen_dagblad_20030923_19/129	-luidde al gauw het grapje in de wandelgangen van de macht . Gisteren sleepte De	Hoop	Scheffer de topbaan bij het bondgenootschap in de wacht	algemeen_dagblad_20030923_19
hoop/noun/algemeen_dagblad_20011012_14/465	"was verbaasd , maar stond wel achter me . 	 Om haar vrienden een beetje"	hoop	te geven , legde Monique haar idee al snel daarna voor aan Marleen . Marleen	algemeen_dagblad_20011012_14
hoop/noun/algemeen_dagblad_20031217_133/197	"bevredigender dan programma's die ik eerder heb gemaakt . 	 Soms bieden jullie ook valse"	hoop	". 	 Nee , we bieden hoop . En zelfs als wij de personen naar"	algemeen_dagblad_20031217_133
hoop/noun/algemeen_dagblad_20021011_86/324	de mogelijkheden van het menselijk lichaam . Zelfs bij ernstige verwondingen , wanneer artsen de	hoop	al hebben opgegeven , kan het lichaam soms door natuurlijke reacties zelf nog voor genezing	algemeen_dagblad_20021011_86
